u,v,line_ids,modes,directions,route_names,distance_m
1000196,1000259,circle;hammersmith-city,tube,inbound;outbound,branch_0;branch_1;branch_2,879.7187073692885
1000197,1000199,metropolitan;piccadilly,tube,inbound;outbound,branch_1;branch_2;branch_5;branch_9,647.8524955766256
1000198,1000214,central,tube,inbound;outbound,branch_4;branch_8,924.101267910364
1000198,1000267,central,tube,inbound;outbound,branch_4;branch_8,2131.7827621054826
1000201,1000236,victoria,tube,inbound;outbound,branch_0;branch_1,1133.0370256818821
1000201,1001040,weaver,overground,inbound;outbound,branch_13;branch_6,1289.6987742100105
1000201,1001265,weaver,overground,inbound;outbound,branch_3;branch_9,935.4569529706881
1000202,1001180,dlr,dlr,inbound;outbound,branch_12;branch_25,1155.173038655768
1000202,1002076,dlr,dlr,inbound;outbound,branch_10;branch_16,1256.1682396132892
1000203,1000269,central,tube,inbound;outbound,branch_13;branch_6,919.8897006754631
1000204,1000278,circle;hammersmith-city,tube,inbound;outbound,branch_0;branch_1;branch_2,469.97329752183794
1000206,1000212,circle;district,tube,inbound;outbound,branch_1;branch_12;branch_3,1242.6063658105068
1000206,1000248,circle;district,tube,inbound;outbound,branch_1;branch_12;branch_3,1043.593263024785
1000207,1000217,central,tube,inbound;outbound,branch_11;branch_5,1298.7343132260237
1000209,1000273,district,tube,inbound;outbound,branch_4;branch_9,1257.8046147767793
1000211,1000227,piccadilly,tube,inbound;outbound,branch_1;branch_5,1434.3274249098495
1000215,1000254,jubilee,tube,inbound;outbound,branch_0;branch_1,670.6559546354313
1000217,1000274,central,tube,inbound;outbound,branch_11;branch_5,1736.5964153142083
1000218,1000240,district,tube,inbound;outbound,branch_13;branch_3,614.9680216326507
1000220,1000268,district;hammersmith-city,tube,inbound;outbound,branch_0;branch_1;branch_12,947.884359047697
1000221,1000248,circle;district,tube,inbound;outbound,branch_1;branch_12;branch_3,726.5500501339775
1000221,1000266,circle;district,tube,inbound;outbound,branch_1;branch_12;branch_3,642.9928052214505
1000222,1000230,jubilee,tube,inbound;outbound,branch_0;branch_1,1008.7836707884563
1000223,1000247,victoria,tube,inbound;outbound,branch_0;branch_1,1509.968299577627
1000224,1000256,bakerloo;lioness,overground;tube,inbound;outbound,branch_0;branch_1,1713.3207686045478
1000226,1000262,jubilee,tube,inbound;outbound,branch_0;branch_1,1634.5351557382446
1000226,1000268,elizabeth,elizabeth-line,inbound;outbound,branch_15;branch_7,4631.035433172562
1000226,1001129,mildmay,overground,inbound;outbound,branch_2;branch_3,1504.9480788937965
1000226,1001190,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,793.9913493855781
1000226,1002066,dlr,dlr,inbound;outbound,branch_13;branch_5,1066.8583793453586
1000226,1003007,dlr,dlr,inbound;outbound,branch_17;branch_7,444.36409415382894
1000226,1003009,dlr,dlr,inbound;outbound,branch_11;branch_14,578.9421942233106
1000227,1000228,piccadilly,tube,inbound;outbound,branch_1;branch_5,1581.3254786037332
1000229,1001233,windrush,overground,inbound;outbound,branch_12;branch_3,2287.167371513831
1000233,1000234,northern,tube,inbound;outbound,branch_11;branch_8,1071.991631915402
1000237,1000276,northern,tube,inbound;outbound,branch_1;branch_18,1458.3579170889504
1000241,1000275,piccadilly,tube,inbound;outbound,branch_0;branch_8,921.0192630574666
1000242,1000243,district,tube,inbound;outbound,branch_1;branch_12,1045.4864483610088
1000242,1001098,liberty,overground,inbound;outbound,branch_0;branch_1,2393.2322195574066
1000249,1001268,weaver,overground,inbound;outbound,branch_0;branch_10,931.2423355442118
1000249,1001343,weaver,overground,inbound;outbound,branch_0;branch_10,1275.212523240203
1000251,1000329,windrush,overground,inbound;outbound,branch_7;branch_8,770.2753444381872
1000254,1000266,jubilee,tube,inbound;outbound,branch_0;branch_1,735.9414658178003
1000260,1001347,mildmay,overground,inbound;outbound,branch_1;branch_5,1624.7531903080385
1000261,1000276,northern,tube,inbound;outbound,branch_1;branch_18,992.4393088056138
1000262,1003005,dlr,dlr,inbound;outbound,branch_17;branch_7,809.6750405796129
1000262,1003006,dlr,dlr,inbound;outbound,branch_17;branch_7,451.55460205887385
1000268,1000329,windrush,overground,inbound;outbound,branch_7;branch_8,937.4457281643759
1000268,1001571,windrush,overground,inbound;outbound,branch_7;branch_8,1158.213432684518
1000268,1002163,elizabeth,elizabeth-line,inbound;outbound,branch_14;branch_8,3197.919655404728
1000271,1001002,mildmay,overground,inbound;outbound,branch_0;branch_4,2932.951728197468
1000271,1001161,mildmay,overground,inbound;outbound,branch_2;branch_3,1717.3264733931355
1000271,1001348,mildmay,overground,inbound;outbound,branch_1;branch_5,3547.3727124356733
1000272,1000273,district,tube,inbound;outbound,branch_4;branch_9,1562.4921083742106
1000292,1001137,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,5154.835409323565
1000292,1006448,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,2843.4404785902334
1000321,1001038,mildmay,overground,inbound;outbound,branch_2;branch_3,808.2714862572925
1000321,1001109,mildmay,overground,inbound;outbound,branch_2;branch_3,641.6867545849184
1000860,1000951,elizabeth,elizabeth-line,inbound;outbound,branch_19;branch_3,4020.9432078401683
1000860,1000960,elizabeth,elizabeth-line,inbound;outbound,branch_19;branch_3,2428.2524029725655
1000951,1000957,elizabeth,elizabeth-line,inbound;outbound,branch_19;branch_3,3479.343327147272
1000955,1000957,elizabeth,elizabeth-line,inbound;outbound,branch_19;branch_3,2431.9668002954577
1000955,1001325,elizabeth,elizabeth-line,inbound;outbound,branch_19;branch_3,2400.307261127071
1000960,1000964,elizabeth,elizabeth-line,inbound;outbound,branch_19;branch_3,2916.329170851176
1000964,1000969,elizabeth,elizabeth-line,inbound;outbound,branch_19;branch_3,10878.584433157343
1000969,1000972,elizabeth,elizabeth-line,inbound;outbound,branch_19;branch_3,7768.926991484817
1001001,1002162,elizabeth,elizabeth-line,inbound;outbound,branch_14;branch_8,3528.015991679935
1001002,1001254,mildmay,overground,inbound;outbound,branch_0;branch_4,1121.4215527040953
1001003,1001221,elizabeth,elizabeth-line,inbound;outbound,branch_13;branch_17;branch_5;branch_6,6244.203370537204
1001007,1001216,windrush,overground,inbound;outbound,branch_0;branch_13,1804.6455193216311
1001007,1001225,windrush,overground,inbound;outbound,branch_0;branch_13,695.6517475932399
1001023,1001044,weaver,overground,inbound;outbound,branch_5;branch_7,917.9768638314962
1001035,1001154,windrush,overground,inbound;outbound,branch_15;branch_6,1712.5627573397517
1001038,1001039,mildmay,overground,inbound;outbound,branch_2;branch_3,729.6678207645189
1001039,1001161,mildmay,overground,inbound;outbound,branch_2;branch_3,975.6982913669641
1001040,1001335,weaver,overground,inbound;outbound,branch_13;branch_6,1228.3255104598318
1001041,1001049,lioness,overground,inbound;outbound,branch_0;branch_1,1932.9496944157647
1001041,1001316,lioness,overground,inbound;outbound,branch_0;branch_1,895.256565582623
1001042,1001092,weaver,overground,inbound;outbound,branch_12;branch_2,1929.3891194001806
1001042,1001101,weaver,overground,inbound;outbound,branch_12;branch_2,1382.8711771547178
1001043,1001045,mildmay,overground,inbound;outbound,branch_2;branch_3,1542.2914769641097
1001044,1001183,weaver,overground,inbound;outbound,branch_5;branch_7,1014.2082002246992
1001045,1001165,mildmay,overground,inbound;outbound,branch_2;branch_3,766.5976710299396
1001048,1001081,mildmay,overground,inbound;outbound,branch_2;branch_3,1143.7875025342066
1001048,1001568,windrush,overground,inbound;outbound,branch_7;branch_8,1216.4674065157838
1001049,1001142,lioness,overground,inbound;outbound,branch_0;branch_1,2427.354459081411
1001055,1001117,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,1287.851350099566
1001055,1001243,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,3837.9726920832427
1001063,1001150,weaver,overground,inbound;outbound,branch_0;branch_10,2847.503377543659
1001068,1001083,windrush,overground,inbound;outbound,branch_12;branch_3,3003.0016957201647
1001068,1001310,windrush,overground,inbound;outbound,branch_12;branch_3,681.287155485897
1001069,1001310,windrush,overground,inbound;outbound,branch_12;branch_3,2295.5433474501715
1001069,1001347,mildmay,overground,inbound;outbound,branch_1;branch_5,1479.2487775652367
1001070,1001128,weaver,overground,inbound;outbound,branch_0;branch_10,1453.6005828847185
1001070,1001268,weaver,overground,inbound;outbound,branch_0;branch_10,2728.1175461382354
1001077,1001139,suffragette,overground,inbound;outbound,branch_0;branch_1,1471.8920304148269
1001077,1001302,suffragette,overground,inbound;outbound,branch_0;branch_1,1207.716009441773
1001078,1001289,windrush,overground,inbound;outbound,branch_1;branch_14,1640.126122568866
1001079,1002065,dlr,dlr,inbound;outbound,branch_1;branch_21,481.2908202548415
1001079,1002071,dlr,dlr,inbound;outbound,branch_1;branch_21,599.7378123169696
1001079,1002162,elizabeth,elizabeth-line,inbound;outbound,branch_14;branch_8,3581.593841359192
1001079,1002163,elizabeth,elizabeth-line,inbound;outbound,branch_14;branch_8,3212.468448954852
1001081,1001127,mildmay,overground,inbound;outbound,branch_2;branch_3,1367.4275376812645
1001083,1001223,windrush,overground,inbound;outbound,branch_12;branch_3,1406.4338633592788
1001092,1001250,weaver,overground,inbound;outbound,branch_13;branch_6,1216.2019794940563
1001092,1001257,weaver,overground,inbound;outbound,branch_1;branch_11,2711.9743614415793
1001098,1001243,liberty,overground,inbound;outbound,branch_0;branch_1,2640.9666359765706
1001109,1001131,mildmay,overground,inbound;outbound,branch_2;branch_3,1325.2759413263275
1001111,1001189,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,1562.1993753192883
1001111,1001190,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,1338.7229704838908
1001112,1001154,windrush,overground,inbound;outbound,branch_15;branch_6,1296.1512300160398
1001112,1001289,windrush,overground,inbound;outbound,branch_15;branch_6,1351.4628626317394
1001115,1001137,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,2237.0503996919247
1001115,1001243,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,1761.015931976087
1001117,1001246,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,965.9424511887584
1001119,1001131,mildmay,overground,inbound;outbound,branch_2;branch_3,1034.130712253651
1001119,1001165,mildmay,overground,inbound;outbound,branch_2;branch_3,1016.3214790581637
1001119,1001302,suffragette,overground,inbound;outbound,branch_0;branch_1,1741.680551145571
1001123,1002027,dlr,dlr,inbound;outbound,branch_2;branch_24,461.5426330714235
1001123,1002029,dlr,dlr,inbound;outbound,branch_2;branch_24,715.2460161004363
1001127,1001153,mildmay,overground,inbound;outbound,branch_2;branch_3,950.1338472424386
1001128,1001183,weaver,overground,inbound;outbound,branch_5;branch_7,872.2088486795805
1001128,1001238,weaver,overground,inbound;outbound,branch_3;branch_9,1200.8151509478166
1001129,1001153,mildmay,overground,inbound;outbound,branch_2;branch_3,1274.30903707768
1001135,1001255,elizabeth,elizabeth-line,inbound;outbound,branch_10;branch_23,2854.264377939525
1001135,1001327,elizabeth,elizabeth-line,inbound;outbound,branch_10;branch_23,1293.978376189558
1001139,1001264,suffragette,overground,inbound;outbound,branch_0;branch_1,1839.4563653548146
1001142,1001146,lioness,overground,inbound;outbound,branch_0;branch_1,1090.0429936543662
1001144,1001147,elizabeth,elizabeth-line,inbound;outbound,branch_18;branch_9,4193.220410177433
1001144,1001255,elizabeth,elizabeth-line,inbound;outbound,branch_10;branch_23,2937.927895528022
1001144,1001325,elizabeth,elizabeth-line,inbound;outbound,branch_19;branch_3,3661.1618145062157
1001147,1016430,elizabeth,elizabeth-line,inbound;outbound,branch_1;branch_21,2495.125756810415
1001150,1001343,weaver,overground,inbound;outbound,branch_0;branch_10,2426.513782840786
1001157,1001189,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,1779.0743478372526
1001157,1001246,elizabeth,elizabeth-line,inbound;outbound,branch_11;branch_12,1978.1193240418295
1001170,1001260,lioness,overground,inbound;outbound,branch_0;branch_1,1035.561414251817
1001177,1002035,dlr,dlr,inbound;outbound,branch_2;branch_24,529.196753702388
1001178,1001179,suffragette,overground,inbound;outbound,branch_0;branch_1,1332.1563916848186
1001178,1001308,suffragette,overground,inbound;outbound,branch_0;branch_1,1707.4510864550944
1001179,1001312,suffragette,overground,inbound;outbound,branch_0;branch_1,1806.6640272701065
1001180,1002083,dlr,dlr,inbound;outbound,branch_12;branch_25,965.4618099253091
1001216,1001324,windrush,overground,inbound;outbound,branch_0;branch_13,2811.41613226598
1001223,1001233,windrush,overground,inbound;outbound,branch_12;branch_3,927.9749336553222
1001225,1001289,windrush,overground,inbound;outbound,branch_0;branch_13,1171.7782891859997
1001238,1001273,weaver,overground,inbound;outbound,branch_3;branch_9,814.4146450909169
1001250,1001335,weaver,overground,inbound;outbound,branch_13;branch_6,1103.3533500388937
1001257,1001299,weaver,overground,inbound;outbound,branch_1;branch_11,2685.695538394511
1001265,1001273,weaver,overground,inbound;outbound,branch_3;branch_9,1060.3656332995165
1001299,1001533,weaver,overground,inbound;outbound,branch_1;branch_11,2366.3348818486465
1001312,1001341,suffragette,overground,inbound;outbound,branch_0;branch_1,1291.5381380061635
1001316,1001317,lioness,overground,inbound;outbound,branch_0;branch_1,1254.4538470631244
1001532,1001533,weaver,overground,inbound;outbound,branch_1;branch_11,1381.6326599712934
1001568,1001569,windrush,overground,inbound;outbound,branch_7;branch_8,814.9262156720612
1001569,1001570,windrush,overground,inbound;outbound,branch_7;branch_8,800.1614924725308
1001570,1001571,windrush,overground,inbound;outbound,branch_7;branch_8,905.6749208945733
1002000,1002009,dlr,dlr,inbound;outbound,branch_0;branch_20,955.8328375342744
1002000,1002099,dlr,dlr,inbound;outbound,branch_0;branch_20,1177.1791707263424
1002003,1002034,dlr,dlr,inbound;outbound,branch_13;branch_5,464.6203323127556
1002003,1002064,dlr,dlr,inbound;outbound,branch_13;branch_5,475.8992542381748
1002009,1003000,dlr,dlr,inbound;outbound,branch_0;branch_20,1382.9874941772614
1002011,1002039,dlr,dlr,inbound;outbound,branch_1;branch_21,937.3893962154226
1002012,1002028,dlr,dlr,inbound;outbound,branch_1;branch_21,624.0014411281538
1002012,1002070,dlr,dlr,inbound;outbound,branch_1;branch_21,629.1929965607804
1002018,1002033,dlr,dlr,inbound;outbound,branch_19;branch_8,356.7307892275181
1002018,1002064,dlr,dlr,inbound;outbound,branch_19;branch_8,732.1032207866323
1002019,1002030,dlr,dlr,inbound;outbound,branch_13;branch_5,621.2962339465628
1002019,1002066,dlr,dlr,inbound;outbound,branch_13;branch_5,908.3772932586312
1002025,1002061,dlr,dlr,inbound;outbound,branch_2;branch_24,546.457491346063
1002025,1002074,dlr,dlr,inbound;outbound,branch_2;branch_24,494.6362991347804
1002027,1002048,dlr,dlr,inbound;outbound,branch_2;branch_24,688.7139568731346
1002028,1002039,dlr,dlr,inbound;outbound,branch_1;branch_21,540.8246077059584
1002029,1002035,dlr,dlr,inbound;outbound,branch_2;branch_24,713.7467533154792
1002030,1002034,dlr,dlr,inbound;outbound,branch_13;branch_5,867.5526350931951
1002046,1002074,dlr,dlr,inbound;outbound,branch_2;branch_24,520.7296438805147
1002046,1003008,dlr,dlr,inbound;outbound,branch_2;branch_24,181.0018887056829
1002048,1002061,dlr,dlr,inbound;outbound,branch_2;branch_24,463.9652577994478
1002064,1002083,dlr,dlr,inbound;outbound,branch_22;branch_6,671.6648550526196
1002064,1002084,dlr,dlr,inbound;outbound,branch_18;branch_3,213.48141772226077
1002065,1002070,dlr,dlr,inbound;outbound,branch_1;branch_21,826.7632007111928
1002083,1002084,dlr,dlr,inbound,branch_4,515.4139184685703
1002083,1003008,dlr,dlr,outbound,branch_23,641.157578083138
1002084,1003008,dlr,dlr,inbound;outbound,branch_18;branch_2,241.328254162606
1002098,1002099,dlr,dlr,inbound;outbound,branch_0;branch_20,670.6186903819711
1002195,1002196,northern,tube,inbound;outbound,branch_10;branch_7,949.237149960392
1003006,1003007,dlr,dlr,inbound;outbound,branch_17;branch_7,749.1725285395361
